,0
0,-2757.412999904016
1,9603.217498444254
2,-3968.346124170348
3,-8599.444028079277
4,-3166.3105757997837
5,-1332.791070883628
6,-3710.194484029198
7,608.8527508007828
8,4821.56436991482
9,-5806.117517518112
10,10100.414175609825
11,-8170.730569533305
12,2913.7578865292016
13,-6445.106073870789
14,7487.062841992825
15,-2742.2567953076214
16,4653.412609263323
17,-2840.89604552323
18,-6323.455911312019
19,3725.189836168196
20,5351.529035296058
21,3570.7350211911835
22,-1142.8057924984023
23,-4269.20549337822
24,-4309.791084880708
25,2705.4615399269387
26,-2237.29768896522
27,-309.05572073254734
28,3556.587230738951
29,-4285.587201399729
30,-5668.4405181563925
31,8973.962921829894
32,-7268.364024061011
33,2499.2855353525374
34,6677.581016194308
35,-6463.663584630005
36,1355.193222705042
37,874.6688604527153
38,18251.34340753127
39,14622.181793002412
40,24079.37328388798
41,57.71442847489379
42,2445.030209615128
43,-8547.224853485124
44,-5818.8246699701995
45,3679.7854233421385
46,11643.054973186227
47,-3096.4900339511223
48,11348.910633642692
49,2073.0199993869755
50,-7256.323250665562
51,8829.603432496311
52,8487.481773677282
53,-5226.363337076269
54,-420.87140121660195
55,9852.520005466882
56,-5361.883516549133
57,-231.06904931762256
58,-1518.0055139912292
59,5073.019984192681
60,-8237.145451960387
61,752.7713610150386
