,0
0,1521169.2808185332
1,1521114.2944783058
2,1521044.3687749056
3,1521044.3687749056
4,1521044.3687749056
5,1521044.3687749056
6,1521044.3687749056
7,1521044.3687749056
8,1521044.3687749056
9,1521044.3687749056
10,1521044.3687749056
11,1521044.3687749056
12,1521044.3687749056
13,1521044.3687749056
14,1521044.3687749056
15,1521044.3687749056
16,1521044.3687749056
17,1521044.3687749056
18,1521044.3687749056
19,1521044.3687749056
20,1521044.3687749056
21,1521044.3687749056
22,1521044.3687749056
23,1521044.3687749056
24,1521044.3687749056
25,1521044.3687749056
26,1521044.3687749056
27,1521044.3687749056
28,1521360.7137623467
29,1521197.463458018
30,1521197.463458018
31,1521197.463458018
32,1521197.463458018
33,1521197.463458018
34,1521197.463458018
35,1521197.463458018
36,1521197.463458018
37,1521197.463458018
38,1521197.463458018
39,1521197.463458018
40,1521197.463458018
41,1521197.463458018
42,1521197.463458018
43,1521197.463458018
44,1521197.463458018
45,1521197.463458018
46,1521197.463458018
47,1521197.463458018
48,1521197.463458018
49,1521197.463458018
50,1521197.463458018
51,1521197.463458018
52,1521197.463458018
53,1521197.463458018
54,1521197.463458018
55,1521197.463458018
56,1521197.463458018
57,1521197.463458018
58,1521197.463458018
59,1521197.463458018
60,1521197.463458018
61,1521197.463458018
62,1521197.463458018
