,0
651,1249308.7052390473
652,1194418.8354719607
653,1200254.4651409609
654,1126328.2911634902
655,1162662.2166429036
656,1103746.3628369225
657,1157794.6140019968
658,1161503.9118404535
659,1192808.903056318
660,1196283.3053386798
661,1203160.1858465292
662,1161708.335581767
663,1147555.8096588368
664,1148919.6386117572
665,1193423.2267475566
666,1202539.7247487628
667,1181011.6887856878
668,1193145.9241650128
669,1214989.2620350535
670,1207669.9818550725
671,1210946.0924736157
672,1197410.1300569153
673,1171195.0613985755
674,1155692.6966299615
675,1191597.1496199772
676,1175738.3376423453
677,1147003.3241985862
678,1160180.5693354458
679,1159596.0901811065
680,1176698.832871611
681,1198488.064179663
682,1203450.2572759266
683,1190130.7450224508
684,1193309.6590809168
685,1158200.560702807
686,1120245.9522851638
687,1126977.2421817565
688,1163768.4914743532
689,1171839.59347327
690,1154281.7062642365
691,1176855.8915005287
692,1156429.0254248378
693,1130886.101681969
694,1160351.4516289807
695,1173695.2085156536
696,1183200.8793325808
697,1179340.1581075846
698,1218178.5290619782
699,1218062.0965701484
700,1230689.3404592134
701,1214745.0144298472
702,1235675.6002848707
703,1222834.8064598711
704,1252777.8440318434
705,1244954.192231129
706,1252680.5523093876
707,1274633.5865508665
708,1279279.4514303785
709,1263230.1015440891
710,1284271.0961972172
711,1309931.0380353418
712,1297422.524278067
713,1256195.620423705
714,1224493.6700376687
715,1246191.2997936716
716,1266223.7586901279
717,1262286.9535445587
718,1276182.6449434569
719,1291653.3587952475
720,1249995.422469911
721,1262727.305293314
722,1283772.8855418686
723,1273367.0468234383
724,1268722.8339944677
725,1251765.9785577382
726,1243503.6589523507
727,1248131.248537209
728,1228155.0346445628
729,1218605.7506932945
730,1201168.3964921157
731,1197738.2601732137
732,1222617.9341052228
733,1239087.3536323523
734,1284906.6455473094
735,1277020.5490991417
736,1283131.5724902202
737,1298340.0483721902
738,1302008.5742050854
739,1309079.0156352902
740,1284647.909335318
741,1304313.6769244624
742,1286532.2931153774
743,1282172.894821855
744,1272764.8258552852
745,1282077.8751306122
746,1289463.5961205675
747,1273315.401370029
748,1315073.139060391
749,1325067.1429889142
750,1339047.169481681
751,1354135.1028470588
752,1348148.8721175825
753,1333961.048770603
754,1349637.9420174537
755,1342969.3176061704
756,1363058.031429944
757,1362572.8534972363
758,1363690.0020193493
759,1356739.9415985597
760,1361373.4801770106
761,1368977.1644046383
762,1366982.7773734943
763,1363856.707859054
764,1360091.6344206862
765,1365637.4358550045
766,1385517.1248617857
767,1396362.0269303997
768,1399957.2668415543
769,1402810.1442812714
770,1403390.2526571215
771,1406298.518527817
772,1397814.801211162
773,1387472.2018853389
774,1385079.9802038649
775,1371124.5979419546
776,1378236.398348389
777,1374151.3358909371
778,1392166.5340616717
779,1398471.1930799435
780,1400574.008340647
781,1392381.0156507955
782,1391127.3669191082
783,1382188.712615996
784,1392767.5559407067
785,1395169.9439299528
786,1383157.7952228321
787,1398953.8227721516
788,1409264.1995599656
789,1405432.916124735
790,1398261.3676138285
791,1401848.7744239625
792,1404233.2393435948
793,1404730.971087019
794,1408014.9738975135
795,1405006.7997096006
796,1410474.991087343
797,1408377.816948182
798,1415294.6286604167
799,1393744.4110960783
800,1405104.8721075254
801,1401499.708323414
802,1404565.0726510922
803,1416749.905088678
804,1443995.4461962183
805,1440845.9768029451
806,1447246.523418631
807,1447600.70613497
808,1452050.1872758744
809,1452545.7477687101
810,1448036.4039789515
811,1440244.6690085768
812,1444665.9604383463
813,1467285.757759764
814,1462879.9314749688
815,1459029.3475706116
816,1454057.0122972673
817,1463033.9003954404
818,1467003.9769804184
819,1450411.7250078267
820,1435287.9372965759
821,1438306.6965418595
822,1425837.2074358845
823,1401133.4835394574
824,1413646.0640830635
825,1430751.6793542868
826,1416784.5880207084
827,1432836.2705520915
828,1457633.4072020322
829,1457275.4903038826
830,1451133.008727379
831,1452136.4371150201
832,1439193.7285307006
833,1437897.5959975913
834,1442657.351199344
835,1447944.8320048484
836,1446936.8481348353
837,1444303.7428466452
838,1456258.2996977686
839,1447617.6235331558
840,1440725.6189207938
841,1422059.0909476639
842,1420971.0332034351
843,1412214.3358466832
844,1400349.8965944475
845,1401020.228938825
846,1381120.658964852
847,1363279.7438075556
848,1358676.0494470336
849,1356685.3388768113
850,1348180.9143342376
851,1345407.9109502917
852,1350179.1375865226
853,1363750.1893631758
854,1372166.3761880675
855,1381651.8871940596
856,1375447.8744623067
857,1379148.6967217354
858,1357815.2275937751
859,1349821.3211934112
860,1329052.9681574018
861,1330476.5696122125
862,1332805.0533175354
863,1367937.8463413627
864,1373001.02762377
865,1395769.4723399489
866,1378856.8758653945
867,1396514.9001308004
868,1384928.942887258
869,1407402.9643203467
870,1416617.382266068
871,1417859.7446819467
872,1430444.5509727
873,1440821.122854685
874,1403410.4310982383
875,1408649.0224001862
876,1399277.5766285989
877,1413214.507014742
878,1423547.4686749866
879,1416586.0162197584
880,1447333.561294788
881,1447586.1219208376
882,1451011.3726605272
883,1441875.8899052686
884,1434807.5171775862
885,1429032.507600756
886,1429276.7752694695
887,1437888.842587586
888,1432726.1756341704
889,1461420.9553983633
890,1448675.1020819384
891,1450100.9876663848
892,1453724.6350809836
893,1451042.7830201061
894,1447900.361164551
895,1444110.1029916052
896,1444010.9800717286
897,1451274.8645128298
898,1481155.0775849298
899,1503191.7569510087
900,1500262.4882312857
901,1486701.8653334773
902,1480679.2023580119
903,1468338.9043551488
904,1492299.637758566
905,1490172.3442320554
906,1498745.0897657492
907,1505855.4156545599
908,1503235.2608673028
909,1504085.631433125
910,1499312.4299075024
911,1512314.1909370648
912,1514026.6421122425
913,1514462.9400329713
914,1513656.0466392003
915,1513864.5339442017
916,1508621.640075431
917,1512208.7212672185
918,1504218.3546095015
919,1513741.3925450086
920,1512286.4839198226
921,1512799.5092185445
922,1515607.7704205504
923,1504536.4980148904
924,1509670.0874298818
925,1512127.4626951804
926,1513324.5725845527
927,1545557.4062194678
928,1548855.0278484134
929,1541366.7640158662
930,1547185.7309509781
931,1550512.895178137
932,1583266.649527354
933,1594404.7152943993
934,1583771.1003722418
935,1581931.9187330836
936,1579892.7915876433
937,1586730.5793043422
938,1586197.9021675228
939,1589628.9352898623
940,1583933.27094834
941,1575013.7053472828
942,1584806.462370589
943,1582502.2490314753
944,1590553.508693907
945,1587050.467589027
946,1595505.2912368274
947,1607612.0833412956
948,1618356.0317971988
949,1612861.5276210366
950,1596975.5425228835
951,1592110.9791237419
952,1589756.6909298864
953,1592373.1311319552
954,1612758.5656288415
955,1621663.176160202
956,1634839.2649619859
957,1633256.5486667985
958,1615097.1142385108
959,1614968.247062996
960,1589735.4435644278
961,1588124.258862842
962,1590189.5513296325
963,1584924.9076363526
964,1598316.468271993
965,1605510.1545215328
966,1588595.288790702
967,1593301.3443309674
968,1608302.3830691038
969,1562276.842137258
970,1545041.7168066038
971,1547023.866435948
972,1549387.5537781236
973,1547235.9956132944
974,1527584.0968781733
975,1514604.5272562455
976,1518417.974975236
977,1544908.6175754739
978,1546653.1482373893
979,1551169.0841725594
980,1571411.968438955
981,1564550.9754070176
982,1550240.8863774862
983,1564631.5026465168
984,1565881.4346563034
985,1574953.651734338
986,1565703.0975886204
987,1561531.3193692265
988,1566069.1914870574
989,1571063.2007094957
990,1586594.3540571572
991,1576224.167335764
992,1575538.5799914934
993,1569936.3934891582
994,1561822.8322403291
995,1555347.895056209
996,1573655.820210925
997,1581160.6140158067
998,1560081.2893491113
999,1573271.2848619535
1000,1553058.2446013375
1001,1551150.049461969
1002,1547440.352227253
1003,1544458.5966998371
1004,1524566.7963625682
1005,1548522.0354290765
1006,1581350.6691570773
1007,1576431.0153532524
1008,1585279.4410873437
1009,1573440.4969068994
1010,1580636.0948157446
1011,1577739.6350602058
1012,1590113.3115603873
1013,1595353.85652373
1014,1590611.753103711
1015,1599243.6830904812
1016,1602740.8556545593
1017,1609096.991474993
1018,1617227.7689061882
1019,1621952.633292629
1020,1621326.4523680324
1021,1632527.9301279474
1022,1638508.0576115067
1023,1631567.3724736995
1024,1640162.3962735601
1025,1632344.612594964
1026,1626608.5289855022
1027,1637281.7929973693
1028,1620931.2331963282
1029,1638556.9394092248
1030,1641941.9590099233
1031,1626784.6792064218
1032,1636703.0263555238
1033,1631128.5300404427
1034,1640207.3798913595
1035,1639118.6591546463
1036,1638168.95209601
1037,1627646.274369846
1038,1635260.4385493703
1039,1624192.4802411783
1040,1614729.4336009515
1041,1629927.958324973
1042,1603792.8706750532
1043,1630282.419416974
1044,1653883.7434887013
1045,1648972.6653130476
1046,1655913.1291270663
1047,1668407.5417773165
1048,1678873.246822573
1049,1680381.0478256836
1050,1677550.428428982
1051,1680370.031209603
1052,1683170.6464016545
1053,1682455.3508685676
1054,1682668.6569169823
1055,1687116.447854227
1056,1668063.5495439933
1057,1660629.2733077891
1058,1655698.1980018811
1059,1658843.1120873236
1060,1651650.787046473
1061,1671222.0863817204
1062,1670338.5419351442
1063,1681057.5729270584
1064,1676189.781672207
1065,1671868.6886988685
1066,1681371.7756100823
1067,1692855.2126778103
1068,1675592.8992854278
1069,1681594.9338633432
1070,1677536.5366695495
1071,1689891.0834765225
1072,1696234.6572912515
1073,1697719.143492968
1074,1705080.36503511
1075,1713995.2070745865
1076,1683056.1831729985
1077,1690183.9896883913
1078,1675980.162645468
1079,1668880.178129916
1080,1692167.0021847482
1081,1694469.7800960296
1082,1711907.6061867862
1083,1709665.4312568377
1084,1706829.1386534944
1085,1707717.6930319513
1086,1707072.1206036627
1087,1707129.0286729496
1088,1690200.6640657175
1089,1702895.7567259485
1090,1716002.3491277301
1091,1727365.366742031
1092,1736519.7859233671
1093,1742379.0132498466
1094,1736357.0573959374
1095,1733750.9557518384
1096,1739073.571649964
1097,1754026.8405307548
1098,1769774.7890706812
1099,1752141.7584054824
1100,1764661.966941931
1101,1765890.5465125889
1102,1781510.086717721
1103,1784036.158713384
1104,1771828.9925870073
1105,1778494.8385242554
1106,1794062.3180756872
1107,1784336.1026862112
1108,1786836.2561320094
1109,1761370.6576195136
1110,1774183.323082825
1111,1757221.2146930913
1112,1731965.7079717736
1113,1751053.5182162602
1114,1775298.690539263
1115,1765492.6782250574
1116,1752003.0152428078
1117,1737035.6423412997
1118,1755009.8463812182
1119,1743197.635100134
1120,1751979.329883837
1121,1766225.2409349263
1122,1742885.9380019384
1123,1704842.0064604487
1124,1706880.7337235368
1125,1696378.6402678539
1126,1711491.1658464822
1127,1729861.536546031
1128,1740254.9425868038
1129,1740434.9056495281
1130,1736175.4266329634
1131,1742756.6696754505
1132,1745316.384295339
1133,1764166.2915137624
1134,1786963.2745517502
1135,1799300.4060743789
1136,1793239.9975716674
1137,1806062.10950314
1138,1808614.7652057458
1139,1803185.8844920963
1140,1805206.6491865888
1141,1808139.3507350027
1142,1820372.7078298507
1143,1827597.3726408985
1144,1827625.1521754763
1145,1835755.6125020487
1146,1832440.1964538025
1147,1824040.1629752608
1148,1818548.3225942284
1149,1811297.0133432213
1150,1806633.6768332392
1151,1811179.2358891575
1152,1811547.2056845499
1153,1817733.8222979836
1154,1810587.7276919265
1155,1801667.8267455043
1156,1790513.8663576453
1157,1794788.7252477193
1158,1779719.6002812027
1159,1774574.1548291272
1160,1773301.1266381526
1161,1757075.7974742672
1162,1722813.920408366
1163,1720609.721552386
1164,1700991.27683347
1165,1695962.2242317055
1166,1689404.046852014
1167,1697440.8444353817
1168,1700608.4916798258
1169,1699065.4869967077
1170,1681562.7443437863
1171,1693416.5158387374
1172,1686422.535393939
1173,1685396.3669543643
1174,1684954.639464525
1175,1696542.790128263
1176,1688965.6399180822
1177,1689635.4294717645
1178,1706433.0900936865
1179,1718987.7406657215
1180,1724525.8550077607
1181,1713594.073265292
1182,1720038.1820935993
1183,1730807.657024098
1184,1735525.9839514021
1185,1757291.3909484984
1186,1754908.3852372807
1187,1741914.3187535165
1188,1726483.0356924164
1189,1713142.3400212184
1190,1711598.956931105
1191,1715506.178146345
1192,1714394.8693376754
1193,1702418.2379223374
1194,1703914.5779953918
1195,1705969.645227676
1196,1695392.040028725
1197,1702290.599790903
1198,1684843.2826933817
1199,1678570.6040637074
1200,1675612.3953588754
1201,1712542.3908068663
1202,1720828.4488781092
1203,1725168.328338684
1204,1710134.9250776994
1205,1732369.4812534198
1206,1740579.5862136015
1207,1736088.8439854234
1208,1729997.1327344978
1209,1738594.170383266
1210,1730671.428470537
1211,1744104.5454360547
1212,1739794.8278794473
1213,1746842.7327226405
1214,1757281.5465331802
1215,1756457.5026573122
1216,1752211.517658377
1217,1758456.9969058144
1218,1767083.2163405695
1219,1765157.9652389744
1220,1775620.5374449382
1221,1758089.1214048997
1222,1780427.8960325844
1223,1788442.8896892811
1224,1788265.1870790937
1225,1798226.5403904386
1226,1811430.466724833
1227,1830098.0461287485
1228,1835896.8135357038
1229,1841699.3259158884
1230,1830828.8093361037
1231,1839438.6736609528
1232,1847113.0855311104
1233,1854457.1818798028
1234,1853641.9016285765
1235,1857396.5648959593
1236,1854735.1341508862
1237,1848682.1180483578
1238,1845586.149783249
1239,1840152.5024622336
1240,1823595.5962624375
1241,1843206.308833232
1242,1845548.860536581
1243,1834011.2563243874
1244,1826096.022488711
1245,1824079.370390553
1246,1822917.917221151
1247,1830277.4712627889
1248,1817952.1625349224
1249,1851777.9101519694
1250,1845396.5943172863
1251,1849293.8516174506
1252,1858433.3948002716
1253,1862714.7523777836
1254,1876698.2027748474
1255,1878735.4343816794
1256,1876297.1100293843
1257,1886146.513377054
1258,1878374.0933492414
1259,1878528.245438049
1260,1874286.973779486
1261,1879065.8573664187
1262,1879116.8789964833
1263,1875777.7496489533
1264,1878219.1010751866
1265,1855325.7759908573
1266,1860982.4626230428
1267,1871297.099716887
1268,1862055.4809582399
1269,1850500.2594673843
1270,1845449.0611413054
1271,1836234.5346860085
1272,1820014.9521587903
1273,1790330.3629391016
1274,1787488.2522478127
1275,1795861.8589544818
1276,1772734.6472876424
1277,1778094.2109509308
