,0
0,-75.92551107658073
1,-1808.7203021794558
2,-6066.680332112708
3,-3706.1953937449725
4,1236.8567374090198
5,3265.7242526904447
6,-11966.269789149985
7,5448.034064732492
8,-11701.270481591346
9,729.988928123028
10,-12944.778613404022
11,4868.983626247151
12,6795.839991677902
13,-9002.263739603222
14,10979.674062649603
15,-13497.820457404712
16,5595.973563671694
17,23822.15014773258
18,612.3216550722718
19,-18993.405632838607
20,4009.6880156032275
21,7544.981891336036
22,-14220.83871807647
23,-16755.218371568248
24,392.94052193057723
25,-5572.6668790904805
26,-18953.6226606539
27,19775.45681739156
28,15296.65646322514
29,20094.964403671678
30,5118.187569304486
31,1925.6758051093202
32,17650.672804147354
33,-3479.535628897953
34,4142.223528812639
35,15089.02513142326
36,-5102.893251115456
37,-12216.490686417092
38,13835.100911228568
39,3436.812719272333
40,5920.462286732509
41,-32.351032186998054
42,7424.830351799377
43,-2605.889351821039
44,23.24327600246761
45,126.22554656141438
46,16263.150413034717
47,2835.495664675487
48,640.5030703931116
49,7196.7492567398585
50,10113.774672749918
51,8069.482285300037
52,2807.2766576446593
53,-854.2848660494201
54,-3694.5504515040666
55,1448.5452616638504
56,1371.8693053522147
57,8256.775326916017
58,-646.9053761188406
59,-494.0564780996647
60,4972.960554735968
61,-904.0857403154951
