,0
0,-10045.002678320045
1,7593.391222688602
2,957.5232255710289
3,-3673.5258662947454
4,16531.198591238586
5,-9182.961949514924
6,-4589.96440551267
7,-4720.498224898707
8,-1552.0765500566922
9,-2367.0541049896274
10,1386.1119595195632
11,3722.448038787814
12,-1588.4320923127234
13,-3141.1529175830074
14,3440.1524691667873
15,-2752.922916374635
16,1948.5640428215265
17,-1255.5574848763645
18,-16351.015526826028
19,-11699.828304641414
20,418.81532295932993
21,-3118.5201763368677
22,131.18430495564826
23,-1482.7298394169193
24,21637.976529315813
25,1725.0882397498935
26,11234.418763847789
27,3653.510892655235
28,-9624.491648758994
29,-2685.4610480826814
30,13500.09150736034
31,-5860.657894821139
32,-5005.717981995782
33,476.868739211699
34,9416.9177631801
35,2080.290807531681
36,2999.3858793918043
37,4689.990543294465
38,-3462.374927343568
39,-6692.318970659981
40,3099.579207268078
41,-2404.503966422286
42,-995.2346975812688
43,5100.210989104118
44,155.24228471517563
45,10234.029744169675
46,218.64259050693363
47,9640.927552256035
48,15158.080972446594
49,13387.622480444144
50,-15728.256657245336
51,1062.9223277638666
52,4001.238772983197
53,-2128.3744587206747
54,1035.4167286963202
55,-1872.341897372622
56,4622.912075121421
57,-1520.3201856412925
58,331.6509495321661
59,-5797.822281011846
60,1584.330908516189
61,-4875.6115599893965
