,0
0,273.45458333427086
1,1615.271407805616
2,1199.886438819347
3,1712.6368121090345
4,-1229.2618412107695
5,-2391.841622709064
6,5164.46776875807
7,1062.1016586916521
8,7956.778923290316
9,10688.838606586913
10,-14602.484007591382
11,14324.260406855727
12,-1767.855436971411
13,14994.156029871898
14,-7833.495956205297
15,-1874.5554175400175
16,33829.63748011086
17,-413.8106567549985
18,6951.690570411505
19,12851.6916418029
20,11387.47687917389
21,-3382.7873416175134
22,-12545.119690626161
23,-1817.0984567620326
24,-2646.9320618624333
25,14282.967494116165
26,6469.3200757193845
27,-5005.355246298946
28,18296.555611002725
29,3851.45292077004
30,4227.367270183051
31,-6370.8151242742315
32,12926.044997634599
33,4403.302384370705
34,27.30809977208264
35,1041.773483812809
36,-3728.570352522889
37,9573.57448645588
38,-1539.8148200251162
39,-388.1354823750444
40,-5902.196190808667
41,-6884.6439847219735
42,-2388.1584799960256
43,27538.30208721268
44,5473.1079357515555
45,8100.264039941831
46,7398.5309055782855
47,7540.506272974191
48,5800.3172723976895
49,-11775.369281127583
50,-1798.8124688805547
51,24504.64146327111
52,-17974.42320680525
53,-6043.104785686592
54,7722.697513044113
55,2240.155555613106
56,3841.8717360463925
57,8900.475589522626
58,16907.082063780632
59,684.0121087818407
60,-1522.4545367360115
61,0.0
