,0
0,1270157.2470557706
1,1283374.424112842
2,1290939.96052964
3,1289649.047247833
4,1289649.047247833
5,1289649.047247833
6,1289649.047247833
7,1289649.047247833
8,1289649.047247833
9,1289649.047247833
10,1289649.047247833
11,1289649.047247833
12,1289649.047247833
13,1289649.047247833
14,1289649.047247833
15,1289649.047247833
16,1289649.047247833
17,1289649.047247833
18,1289649.047247833
19,1289649.047247833
20,1289649.047247833
21,1289649.047247833
22,1289649.047247833
23,1289649.047247833
24,1289649.047247833
25,1289649.047247833
26,1289649.047247833
27,1289649.047247833
28,1289649.047247833
29,1289649.047247833
30,1289649.047247833
31,1289649.047247833
32,1289649.047247833
33,1289649.047247833
34,1289649.047247833
35,1289649.047247833
36,1289649.047247833
37,1289649.047247833
38,1289649.047247833
39,1289649.047247833
40,1289649.047247833
41,1289649.047247833
42,1289649.047247833
43,1289649.047247833
44,1289649.047247833
45,1289649.047247833
46,1289649.047247833
47,1289649.047247833
48,1289649.047247833
49,1289649.047247833
50,1289649.047247833
51,1287979.6174316362
52,1289469.6386547487
53,1289510.9092307813
54,1275694.5067879972
55,1267400.828627668
56,1281364.9985743822
57,1269779.6278905668
58,1268627.4883756982
59,1279864.0334565314
60,1261666.6153545533
61,1276279.9181775588
62,1280806.280185596
