,0
0,6991.419532950036
1,-8934.459936811123
2,1606.9421505017672
3,945.1590740240645
4,9151.97684848425
5,6659.318289560266
6,1941.0405704965815
7,-919.0327220263425
8,9253.020462227752
9,263.1848493067082
10,7302.377406681655
11,-2952.793916792143
12,5195.153718668735
13,-2542.438835903071
14,1054.3284728908911
15,4173.788541940041
16,-14088.713465333683
17,656.813068207819
18,9846.59475526982
19,-11244.518029253464
20,-3330.114335794933
21,-1148.4440025186632
22,5897.1401569207665
23,253.3374966843985
24,12976.180651477305
25,-18614.624175205594
26,2160.9294520653784
27,-10823.208689138526
28,14151.569760861108
29,-12360.860305699287
30,-2071.4386044987477
31,5349.96148330858
32,1559.6940696616657
33,-2918.7374719160143
34,11231.254186817445
35,5173.619677839335
36,-888.6916893424932
37,2845.7379568922333
38,-9210.936370220035
39,1241.017533354694
40,802.3257543493528
41,-2550.5163009555545
42,2815.8498006002046
43,6588.875180213014
44,5009.345340294996
45,-457.1320393839851
46,-6449.798223594902
47,-1954.6855418393388
48,-7221.34654565691
49,-577.0229572462849
50,8577.931672804756
51,-3892.206293356372
52,5676.394974902505
53,3257.2328530452214
54,-2831.7456519184634
55,8563.412863543257
56,-25344.671864242293
57,-10230.256388692185
58,21486.35257512494
59,15132.330468663247
60,11257.247864122503
61,3426.973560433369
