,0
0,-28075.986317156814
1,-339.64178103697486
2,29573.88089569984
3,-15848.80661947839
4,21406.767355219694
5,-11239.960812404752
6,11463.349148912821
7,10421.808837679215
8,910.0080345747992
9,-5623.638223222224
10,-1306.8319384644274
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,222.66203873837367
29,-172.16253914730623
30,-1019.6567013557069
31,3526.120989533374
32,-3017.643370133126
33,984.061926005641
34,-2089.377464181045
35,-3332.115181189729
36,-10999.435820603278
37,13710.848920540651
38,-9029.696031632833
39,10686.231258102925
40,10566.317607710604
41,-18.907777659362182
42,17040.43124838127
43,4779.780845126603
44,4223.709653614322
45,-2497.869852173375
46,491.4312676959671
47,-6454.893784313928
48,-1959.5806531936396
49,-4572.504408778623
50,-4827.817732870579
51,-14875.00738827698
52,-3238.1061243724544
53,-8636.057897317223
54,12116.03815282369
55,-14738.31903626863
56,2607.6369065083563
57,-8200.596112978412
58,7649.980173686286
59,848.8761665523052
60,-1295.339782582596
61,0.0
