,0
0,12569.591643347172
1,-9020.645277059637
2,12970.129674241412
3,3629.4769798894413
4,8008.607330889907
5,-114.85655781603418
6,2364.5932157656644
7,1223.6752528587822
8,-994.6665091172326
9,1863.2225276036188
10,-1973.757181598572
11,-4115.873505626572
12,3400.163691546768
13,-15436.58695249306
14,-8140.723564348882
15,-7156.360943829175
16,-4062.5189625741914
17,-9197.155885952525
18,-23608.212540560635
19,6386.540089875925
20,3244.768211979186
21,728.6849519887473
22,4251.923731684918
23,6981.426151747117
24,662.7241511153989
25,-18635.61575074913
26,6186.660757818725
27,8686.055037160404
28,94.54561830474995
29,-267.4772577264812
30,207.06420755549334
31,7308.315208137035
32,-10019.410575753776
33,1553.0299150610808
34,-1531.3300557918847
35,2254.845126556931
36,-5260.274911770597
37,-3423.071151012322
38,6862.583459404996
39,-3667.543005352374
40,-4242.940543395467
41,-1767.9562514105346
42,5944.7481713870075
43,11866.023198733106
44,-2617.515348877758
45,5031.005183501169
46,-26452.77983098803
47,8603.426794911036
48,-23361.76144293323
49,-6075.688646012219
50,7638.584436058998
51,-12058.44989356026
52,-2058.465775022749
53,-10243.846234812634
54,10060.409019298619
55,3763.452405394055
56,-2537.072698845761
57,-6076.608947750879
58,3812.632570888847
59,30388.341836836655
60,-6747.438741774531
61,9991.661506321514
